,BILL_MONTH,DIVISION,SUB_DIVISION,Billing for Jan 23,METER_STATUS,BILL_STATUS,REALIZATION_PAYMENT,TOTAL_CURRENT_BILL,TOTAL_CURRENT_BILL_AFTHLKADJ,TOTAL_BILLDED_ARREAR_AMT_DF,TOTAL_BILLDED_ARR_AMT_MEPDCL,tot_bill
34525,Jan-23,TURA,PHULBARI,235.81,OK,ACT,500,238.31,238.31,430.52,0,
34534,Jan-23,TURA,PHULBARI,107.08,OK,ACT,1000,107.43,107.43,4153.1,0,
34535,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4983.57,0,
34536,Jan-23,TURA,PHULBARI,2908.5,OK,ACT,,2938.15,2938.15,0.37,0,
34537,Jan-23,TURA,PHULBARI,534.72,OK,ACT,,538.26,538.26,3196.62,0,
34539,Jan-23,TURA,PHULBARI,678.87,OK,ACT,,684.62,684.62,14137.28,0,
34540,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34553,Jan-23,TURA,PHULBARI,61.15,OK,ACT,,61.15,61.15,2115.26,0,
34558,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1837,0,
34565,Jan-23,TURA,PHULBARI,104.65,OK,ACT,200,104.8,104.8,5432.09,0,
34570,Jan-23,TURA,PHULBARI,385.6,OK,ACT,,386.8,386.8,1800,0,
34580,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3023.13,0,
34589,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34594,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1777,0,
34604,Jan-23,TURA,PHULBARI,425.5,OK,ACT,,428.32,428.32,0,0,
34606,Jan-23,TURA,PHULBARI,905.33,OK,ACT,,908.93,908.93,3700.18,0,
34618,Jan-23,TURA,PHULBARI,1325.07,OK,ACT,1343,1335.51,1335.51,7.28,0,
34621,Jan-23,TURA,PHULBARI,111.8,OK,ACT,111,203,111.7,0,0,
34622,Jan-23,TURA,PHULBARI,237,OK,ACT,,238.08,238.08,0,0,
34626,Jan-23,TURA,PHULBARI,170,OK,ACT,,171.75,171.75,0,0,
34628,Jan-23,TURA,PHULBARI,109.5,OK,ACT,105,111,111,0,0,
34632,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,151.7,0,
34635,Jan-23,TURA,PHULBARI,124.41,OK,ACT,,126.06,126.06,265.76,0,
34636,Jan-23,TURA,PHULBARI,122.94,OK,ACT,,124.59,124.59,114.39,0,
34637,Jan-23,TURA,PHULBARI,126.53,OK,ACT,,127.68,127.68,260.21,0,
34639,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,163.9,0,
34640,Jan-23,TURA,PHULBARI,322.33,OK,ACT,,326.33,326.33,836.64,0,
34641,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34646,Jan-23,TURA,PHULBARI,115.62,OK,ACT,,116.62,116.62,265.14,0,
34648,Jan-23,TURA,PHULBARI,170.02,OK,ACT,170,171.77,171.77,1.55,0,
34650,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,893.3,0,
34653,Jan-23,TURA,PHULBARI,170,OK,ACT,200,171.75,171.75,0,0,
34654,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34657,Jan-23,TURA,PHULBARI,4.6,OK,ACT,,41.6,4.6,489.61,0,
34659,Jan-23,TURA,PHULBARI,170,OK,ACT,,171.75,171.75,0,0,
34661,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,610.48,0,
34662,Jan-23,TURA,PHULBARI,128.63,OK,ACT,,130.33,130.33,278.49,0,
34665,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34668,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34671,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,151.7,0,
34673,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34674,Jan-23,TURA,PHULBARI,123.95,OK,ACT,,125.1,125.1,0,0,
34676,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34677,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34678,Jan-23,TURA,PHULBARI,128.56,OK,ACT,,130.26,130.26,270.78,0,
34689,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,81.04,0,
34693,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34694,Jan-23,TURA,PHULBARI,152.42,OK,ACT,,154.42,154.42,194.78,0,
34699,Jan-23,TURA,PHULBARI,128.49,OK,ACT,,130.19,130.19,263.66,0,
34702,Jan-23,TURA,PHULBARI,173.39,OK,ACT,,175.14,175.14,344.54,0,
34706,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8.75,0,
34707,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3.13,0,
34711,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34713,Jan-23,TURA,PHULBARI,207.75,OK,ACT,110,209.5,209.5,0,0,
34717,Jan-23,TURA,PHULBARI,153,OK,ACT,,154,154,0,0,
34719,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34720,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8367.26,0,
34724,Jan-23,TURA,PHULBARI,106.53,OK,ACT,,106.53,106.53,2869.42,0,
34729,Jan-23,TURA,PHULBARI,121.5,OK,ACT,250,122.6,122.6,120.65,0,
34730,Jan-23,TURA,PHULBARI,131.25,OK,ACT,,132.5,132.5,0,0,
34735,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1307.3,0,
34737,Jan-23,TURA,PHULBARI,98.4,OK,ACT,90,188,99.2,0,0,
34738,Jan-23,TURA,PHULBARI,55.18,OK,ACT,,55.38,55.38,57.85,0,
34742,Jan-23,TURA,PHULBARI,120.15,OK,ACT,120,120.7,120.7,0,0,
34749,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34752,Jan-23,TURA,PHULBARI,134.25,OK,ACT,,135.5,135.5,304.11,0,
34753,Jan-23,TURA,PHULBARI,149.5,OK,ACT,,151,151,0,0,
34760,Jan-23,TURA,PHULBARI,120.42,OK,ACT,134,121.52,121.52,12.42,0,
34761,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,898.8,0,
34762,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34765,Jan-23,TURA,PHULBARI,134.06,OK,ACT,400,135.31,135.31,283.92,0,
34767,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34768,Jan-23,TURA,PHULBARI,138.55,OK,ACT,140,139.9,139.9,0,0,
34769,Jan-23,TURA,PHULBARI,171.56,OK,ACT,,173.31,173.31,156.37,0,
34771,Jan-23,TURA,PHULBARI,58.25,OK,ACT,50,58.5,58.5,0,0,
34778,Jan-23,TURA,PHULBARI,131.25,OK,ACT,133,132.5,132.5,0,0,
34783,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,409.2,0,
34799,Jan-23,TURA,PHULBARI,244.9,OK,ACT,,246.9,246.9,2073.05,0,
34801,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34803,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4070.84,0,
34804,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34809,Jan-23,TURA,PHULBARI,149.5,OK,ACT,,151,151,0,0,
34810,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34813,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34816,Jan-23,TURA,PHULBARI,120.15,OK,ACT,,120.7,120.7,0,0,
34828,Jan-23,TURA,PHULBARI,2314.2,OK,ACT,2320,2319.6,2319.6,0,0,
34830,Jan-23,TURA,PHULBARI,191.99,OK,ACT,,193.99,193.99,150.56,0,
34831,Jan-23,TURA,PHULBARI,127.6,OK,ACT,130,128.8,128.8,0,0,
34837,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,57688.83,0,
34840,Jan-23,TURA,PHULBARI,330.71,OK,ACT,,332.21,332.21,2196.73,0,
34841,Jan-23,TURA,PHULBARI,155.19,OK,ACT,,156.69,156.69,590.39,0,
34842,Jan-23,TURA,PHULBARI,131.4,OK,ACT,,132.65,132.65,15.12,0,
34845,Jan-23,TURA,PHULBARI,189.3,OK,ACT,,190.6,190.6,5439.94,0,
34846,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34849,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34854,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34860,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34862,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34866,Jan-23,TURA,PHULBARI,144.84,OK,ACT,,146.09,146.09,1462.28,0,
34872,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34873,Jan-23,TURA,PHULBARI,54.6,OK,ACT,55,54.8,54.8,0,0,
34875,Jan-23,TURA,PHULBARI,50.95,OK,ACT,50,51.1,51.1,0,0,
34876,Jan-23,TURA,PHULBARI,-19.43,OK,ACT,,190.47,-20.13,246.93,0,
34877,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34879,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8406.69,0,
34881,Jan-23,TURA,PHULBARI,53.33,OK,ACT,,53.33,53.33,1563.88,0,
34882,Jan-23,TURA,PHULBARI,131.76,OK,ACT,185,133.01,133.01,51.29,0,
34883,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1307.3,0,
34888,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34891,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34893,Jan-23,TURA,PHULBARI,170.02,OK,ACT,,171.77,171.77,1.63,0,
34894,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,712.88,0,
34895,Jan-23,TURA,PHULBARI,115.26,OK,ACT,,116.26,116.26,227.69,0,
34896,Jan-23,TURA,PHULBARI,131,OK,ACT,,132,132,1799.59,0,
34899,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34900,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34906,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34919,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34926,Jan-23,TURA,PHULBARI,210.76,OK,ACT,,212.26,212.26,2329.18,0,
34927,Jan-23,TURA,PHULBARI,216.05,OK,ACT,,218.05,218.05,2833.85,0,
34928,Jan-23,TURA,PHULBARI,116.5,OK,ACT,,117,117,0,0,
34930,Jan-23,TURA,PHULBARI,207.17,OK,ACT,,208.52,208.52,7127.57,0,
34931,Jan-23,TURA,PHULBARI,223.29,OK,ACT,,224.64,224.64,9191.34,0,
34934,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34938,Jan-23,TURA,PHULBARI,154.06,OK,ACT,,155.56,155.56,463.6,0,
34939,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34942,Jan-23,TURA,PHULBARI,127.76,OK,ACT,180,127.86,127.86,45.92,0,
34944,Jan-23,TURA,PHULBARI,171.64,OK,ACT,,173.39,173.39,164.34,0,
34948,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34954,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34956,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34958,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34959,Jan-23,TURA,PHULBARI,251.11,OK,ACT,,253.11,253.11,2687.6,0,
34960,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34962,Jan-23,TURA,PHULBARI,120.3,OK,ACT,242,121.4,121.4,0,0,
34963,Jan-23,TURA,PHULBARI,149.5,OK,ACT,,151,151,0,0,
34965,Jan-23,TURA,PHULBARI,149.5,OK,ACT,151,151,151,0,0,
34966,Jan-23,TURA,PHULBARI,41.63,OK,ACT,,41.63,41.63,164.43,0,
34967,Jan-23,TURA,PHULBARI,128.07,OK,ACT,,128.07,128.07,993.94,0,
34970,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34971,Jan-23,TURA,PHULBARI,167.76,OK,ACT,,169.26,169.26,1964.01,0,
34972,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34973,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3634.46,0,
34975,Jan-23,TURA,PHULBARI,2314.2,OK,ACT,,2319.6,2319.6,0,0,
34978,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34979,Jan-23,TURA,PHULBARI,139.93,OK,ACT,,141.28,141.28,139.26,0,
34980,Jan-23,TURA,PHULBARI,2081.35,OK,ACT,,2086.3,2086.3,0,0,
34981,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34984,Jan-23,TURA,PHULBARI,58.79,OK,ACT,,59.04,59.04,54.12,0,
34985,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,199.17,0,
34987,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,7035.99,0,
34988,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1307.3,0,
34989,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
34991,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,2310.82,0,
34996,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,2131.09,0,
35007,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
35012,Jan-23,TURA,PHULBARI,149.5,OK,ACT,151,151,151,0,0,
35015,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
35016,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,306.19,0,
